y,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-9.49000987882455,0.455127360065736,0.366446943519691,-0.38256108933468,-0.445843019851727,0.331097903589147,0.806744529344356,-0.262434173177389,-0.448503861116595,-0.0726928483816933,0.565803557580072
0.257782016358491,0.838655565737434,-0.127018051153427,0.499812362510895,-0.226866251281303,-0.645243044181243,0.188699821779368,-0.580464862267336,0.651931743775642,-0.655564124624295,0.174854763572591
-4.43886980745652,0.50256081353492,0.142080696829734,0.160049769004121,0.505019897181302,-0.937163522346838,-0.284160161045743,0.635593861671279,-0.164624906494163,0.948071362991763,0.426812515646458
-19.7827627896145,-0.0388509668871313,-0.416687005176392,0.899720269318933,0.640983646772693,0.273289095712564,-0.261757012116205,-0.27949024926773,-0.130677829718779,-0.0853658111104612,-0.0546231582482892
-7.96659384155527,-0.0619549587688628,0.65464484802999,-0.697936890942483,0.667732470888331,-0.0793872546776777,-0.43885601665438,-0.608071585153688,-0.641453118250165,0.731373592654704,-0.0268186763476119
-7.89627431672614,-0.158056586737943,0.265739582706558,0.399717290134344,-0.369343099884654,0.143240611059953,-0.257975420632478,0.743629191929677,0.611461885323996,0.232427370070357,-0.251281287821991
-8.46480355419529,0.394497458539459,0.817229160415142,-0.607705856236297,0.618249633455479,0.255866550826945,-0.0732014579433098,-0.388841688665102,0.0798188685187387,0.270222028912776,-0.747484353402469
2.12145926662514,-0.00534621504815891,-0.945371667428068,-0.927030966619501,-0.0323122900913897,0.310106762219642,-0.208467439657516,0.880344931370762,-0.230778312165417,0.292463957595286,0.540931275547882
1.07201176165241,0.788085591636818,0.197674074290035,0.952068943236817,-0.845829774129496,0.550241391854351,-0.442355395002465,0.798410659459115,-0.252327712758915,-0.137380889729078,-0.335351443230503
-13.7724415617029,-0.369705057265364,-0.114528115827559,-0.807098168238352,0.490306612430771,-0.658280524234205,0.610781439842765,-0.720420809426278,-0.814106366117089,-0.945940266235733,0.0966693834635031
-5.08201075620723,-0.435603427738704,0.934990644017022,0.809002158003123,-0.312115707111055,-0.971888363094534,0.619188249620125,0.0429886073795116,0.670311110015402,0.166923297182238,0.37649213869503
7.88778653653124,0.112764402638104,-0.768499752560748,0.17701727378858,0.790284570713871,0.252950330407944,-0.234838017636628,0.807250189500485,0.667399202192705,-0.479612737667732,0.924472440499446
14.3231463653324,-0.204927687968794,0.147069437353122,-0.483669997921668,0.643491115907358,0.318366948638373,0.228213509584771,-0.0236052510861493,-0.277058774215637,0.475963264583774,0.710722981963265
-20.0574826157892,-0.320505782811484,0.51605972926996,0.452156409881815,0.0171244697460624,0.550819837184929,-0.247825424131649,0.725648317595524,0.39418662792516,-0.679738491423638,0.600121752015014
-0.899569324776515,0.450899107241484,0.589749448443134,0.646481831150274,0.700566900476903,0.969958410693038,-0.741746626990846,0.228189648397845,0.0857493623627004,-0.694576513837722,0.0691520197923883
